company_id,companyname,min_employees,max_employees,website,description,headquarters_location,year_founded,total_investment,descriptors
2627,Luna Information Systems,10,50,lunaimaging.com,"It is Luna's belief that in the new economy, businesses are going to have to quickly learn to share information beyond their enterprise walls. This degree of openness will require secure and personalized B2B solutions that both leverage existing investments as well as evolve rapidly to meet new business requirements.  Founded in 1997, Luna has assembled an industry-leading team of executives, engineers, investors, and advisors. With this remarkable pool of talent, Luna has worked non-stop to build a high-performance, scalable and reliable B2B platform that meets the needs of business competing in the networked economy.",Oakland,1997,18000000,"[""b2b"", ""software"", ""public relations"", ""software publishers""]"
4225,Pine Park Health,10,50,pineparkhealth.com,"Pine Park Health works with medicare advantage plans, senior living communities, and providers to improve health outcomes for seniors.",Oakland,2019,16500000,"[""senior living"", ""computer"", ""medical"", ""internet of things"", ""health care""]"
4226,Koya Medical,10,50,koyamedical.com,Koya is a transformative healthcare venture with a mission to treat cancer-related chronic lymphedema and venous diseases through an innovative patient-centric platform.,Oakland,2018,14000000,"[""biotechnology"", ""pharmaceutical"", ""health care"", ""internet""]"
4227,Unagi Scooters,10,50,unagiscooters.com,"Unagi is an electric scooter startup that aims to liberate people from the tyranny of transportation frustrations—the costs, inconveniences, the carbon emissions. So we built the ideal personal liberation device.",Oakland,2018,13650000,"[""electronics"", ""electric vehicle"", ""transportation"", ""local business""]"
4210,Spinwheel,5,10,spinwheel.io,"Spinwheel is a software platform that helps Americans get out of debt sooner by embedding solutions in their favorite apps. The company's API infrastructure helps Americans connect, pay, and manage their debts in third-party apps and services. Spinwheel was founded in 2019 and is headquartered in Oakland, California.",Oakland,2019,11000000,"[""mobile payments"", ""software"", ""payments"", ""financial services"", ""fintech""]"
4228,Nana,10,50,nana.io/academy,"Skilled trades are in high demand, but the current workforce isn't equipped to meet it. At the same time, the U.S. is dealing with massive unemployment and underemployment caused by the pandemic. Nana is creating a pipeline of skilled tradespeople to meet the demand while also providing opportunities for millions of unemployed individuals across the country. Nana is a free online vocational school for appliance repair that gives graduates their first job and then helps them build their careers through an AI-powered marketplace platform.",Oakland,2017,10700000,"[""home services"", ""education"", ""marketplace"", ""smart home"", ""machine learning"", ""artificial intelligence"", ""internet"", ""consumer services"", ""ai""]"
717,npm,20,50,www.npmjs.com,npm is the package manager for JavaScript and the world’s largest software registry. Discover packages of reusable code — and assemble them in powerful new ways.,Oakland,2014,10600000,"[""computer software"", ""open source"", ""software"", ""packaging services"", ""publishing"", ""software publishers"", ""custom computer programming services""]"
4229,Hayden AI,20,50,hayden.ai,"California-based Hayden AI Technologies, Inc. has developed an artificial intelligence-powered data collection platform for smart and safe cities to make their traffic flow faster and far more efficiently. The company is partnering with the world’s most innovative cities to deploy its vision-based mobile solution in a city’s fleet of vehicles to collect real-time data for the enforcement of traffic laws and other data services.",Oakland,2019,10300000,"[""geospatial"", ""govtech"", ""computer vision"", ""smart cities"", ""big data"", ""machine learning"", ""artificial intelligence"", ""computer software"", ""software""]"
4211,Moonshot Brands,2,10,moonshotbrands.com,"Moonshot Brands acquires, operates, and grows e-commerce businesses.",Oakland,2020,10000000,
2598,Stockwell Inc.,100,500,bodega.ai,"Bodega AI, Inc. provides software solutions. The Company offers application which enables users to place automated virtual goods marketplace in offices, apartments, and college campuses. Bodega AI serves customers in the State of California.",Oakland,2016,10000000,"[""retail"", ""consumer goods"", ""retail technology"", ""application software"", ""software"", ""technology"", ""retail company""]"
2631,Oncue,20,50,oncue.co,"About At Oncue we are creating trust and transparency in moving. We are a booking service & software platform for moving companies. At Oncue we know how stressful running a moving business can be.  We know how challenging it is to keep everything running smoothly and deliver great customer s ... ervice  all while trying to grow the business.      Oncue is a full communication platform that allows you to instantly give customers the information they need at the right time, bring all customer info into one place and save you a ton of time in creating estimates and quotes.     Since our launch we have booked thousands of jobs. Our experience has helped us to create an easy to use software program designed for owner operators.    If you’re still using paper and pencil, answering calls while you're driving or juggling between many different spreadsheets and emails in order to stay organized, check out Oncue.",Oakland,2017,9999991,"[""internet company"", ""information technology"", ""software"", ""internet"", ""transportation"", ""software publishers""]"
2607,Zorroa,20,50,zorroa.com,"Zorroa Corp. provides software solutions. The Company offers machine learning platform for business and enterprise to analyze and extract the data, as well as automatically organizes all the digital visual assets such as documents, images, and video. Zorroa  serves customers in the State of California.",Oakland,2014,9200000,"[""software"", ""computer software"", ""media and entertainment"", ""enterprise software"", ""technology"", ""application software""]"
4230,Pogo Financial,10,50,pogofin.com,Pogo Financial is a financial services company that specializes in the fields of mobile and online payments. Developer of a mobile payment application intended for international travelers. The company is currently operating in stealth mode.,Oakland,2019,9000004,"[""financial services"", ""mobile payments"", ""information technology"", ""payments""]"
2594,Schoolzilla,50,200,schoolzilla.com,"Schoolzilla helps school systems turn data into insight and action, so we can all make data-driven decisions that help students achieve. We provide easy-to-use tools that combine all of the important data in your school system into proven reports that save teachers and principals precious time and help them maximize their impact on students.   We also empower Data Champions in the school district to go beyond simple reporting and use their talents to uncover answers to the most pressing questions for students and schools.",Oakland,2012,9000000,"[""tech startup"", ""analytics"", ""enterprise software"", ""education"", ""software"", ""saas"", ""data visualization"", ""big data"", ""software publishers"", ""software publishers""]"
140,Boxbot,20,50,www.boxbot.io,"Boxbot a group of engineering and operations professionals who believe in building technology that will solve real business problems, at scale. We’re starting with the challenge of last-mile logistics, which is the single most expensive part of any delivery. Boxbot's product integrates years of advancements in robotics and autonomous technologies into a scalable end-to-end solution built to optimize the experiences of suppliers and consumers.",Oakland,2016,9000000,"[""transportation & logistics"", ""industrials"", ""industrial services"", ""supply chain management"", ""robotics"", ""logistics"", ""logistics services""]"
4231,Pyka,10,50,flypyka.com,"At Pyka we develop autonomous electric aircraft to provide people with an affordable and safe air transport option for regional trips. We're building a future where everyone can visit a friend, partner, family member, or colleague in a nearby city by air --- where the trip is a beautiful, traffic-free, and environmentally responsible adventure.   To get there, we’re taking a different approach than most. We're applying our technologies to every industry where electric aircraft can be useful, starting with the highest value and most dangerous jobs. In doing so, we're building useful, game-changing products manufactured at scale, while perfecting the safety, reliability, and capabilities of our autonomy engine and electric propulsion systems.",Oakland,2017,8120000,"[""autonomous vehicles"", ""robotics"", ""air transportation"", ""aerospace""]"
2605,yozio,10,50,yozio.com,"Yozio, Inc. offers a mobile growth platforms. The Company focuses on mobile apps, user acquisition and retention, organic growth, user engagement, user activation, and data science tools.",Oakland,2012,7937000,"[""software"", ""technology"", ""analytics"", ""marketing"", ""mobile"", ""information technology company"", ""internet company"", ""information technology services"", ""application software"", ""mobile apps"", ""a/b testing"", ""internet""]"
539,Kaiser Permanente,10000,20000,kaiserpermanente.org,"Healthier tomorrows start with Kaiser Permanente. With a coordinated and connected approach to care, our integrated team helps you stay healthy.",Oakland,1945,7482700,"[""health care"", ""hospital & health care"", ""non profit"", ""hospital"", ""emergency room"", ""health care and social assistance""]"
105,Bedrock Analytics,50,200,bedrockanalytics.com,Bedrock Analytics helps CPG manufacturers leverage the power of data-driven analytics to deliver convincing stories to big retailers.,Oakland,2013,7000000,"[""software"", ""business intelligence"", ""technology"", ""computer software"", ""internet company"", ""analytics"", ""enterprise software"", ""saas"", ""enterprise applications"", ""data visualization"", ""big data"", ""information technology company"", ""application software"", ""software publishers""]"
4232,Chemistry,10,50,trychemistry.com,"Chemistry is a consumer goods company that specializes in the fields of the cannabis industry and manufacturing. The company specializes in the fields of cannabis, science, chemistry, extracts, concentrates, and lifestyle. Chemistry was founded in 2017 and headquartered in California, United States.",Oakland,2017,7000000,"[""cannabis"", ""manufacturing"", ""consumer goods""]"
4233,Big Run Studios,5,10,bigrunstudios.com,Big Run Studios is a building cutting edge mobile games for overlooked and underserved audiences.,Oakland,2019,6650000,"[""computer games"", ""pc games"", ""online games""]"
4234,Vertosa,10,50,vertosa.com,"Vertosa creates industry-leading active ingredients for infused product makers. Our patent pending nano- and micro-emulsions are carefully designed for the specific needs of each of our customers. Our pre-suspended aqueous solutions empower you to create incredibly homogenous and stable products while maximizing bioavailability, clarity, and taste. We work closely with you and our lab partners throughout the manufacturing process to achieve target potency and accelerate your products to market.",Oakland,2018,6000000,"[""nanotechnology"", ""b2b"", ""cannabis"", ""venta al por mayor"", ""wholesale""]"
2612,TradeLanes,10,50,tradelanes.co,"TradeLanes (a Techstars backed company) brings global trade online and paperless - making trade faster, easier, and more profitable for large exporters and their partners. We connect all parties to the transaction online.  
This “single source of truth” provides full transactional visibility, reduces admin costs on every shipment, shortens the order-to-cash cycle by 1-3 days, and minimizes risk.",Oakland,2015,5700000,"[""enterprise software"", ""information technology company"", ""internet company"", ""saas"", ""supply chain management"", ""industrial automation"", ""logistics"", ""software publishers"", ""software publishers""]"
595,LocusLabs Inc,10,50,locuslabs.com,"LocusLabs, indoor maps solution, indoor mapping services, wayfinding, location data management for smart offices, smart campus, indoor maps for airports.",San Francisco,2014,5400000,"[""enterprise"", ""navigation"", ""location based services"", ""geospatial"", ""internet of things"", ""mapping services"", ""software"", ""technology"", ""tech startup"", ""application software"", ""software publishers""]"
861,Rockbot,20,50,rockbot.com,"Rockbot is a streaming media platform for brick and mortar businesses.  We offer a background music, digital signage and video solutions.  Business owners customize their catalog of music from our hundreds of out of the box playlists, millions of songs, or engage our custom curation team.  ",Oakland,2010,5389980,"[""music"", ""enterprise software"", ""digital media"", ""small and medium businesses"", ""mobile"", ""video streaming"", ""computer software"", ""business coaches & consultants"", ""software publishers""]"
2655,Resolve,10,50,helloresolve.com,"Resolve is a free financial management platform created by a team of passionate financial advisors, debt experts & technologists to provide affordable and unbiased help for people in financial distress.",Oakland,2017,5200000,"[""software"", ""financial or legal service"", ""financial services"", ""fintech"", ""financial consultant"", ""finance and insurance""]"
4212,Trace Data,10,50,tracedata.io,"Data observability for a connected world. Trace Data helps companies understand, monitor and secure their data.",Oakland,2019,5000000,"[""computer software"", ""analytics"", ""cyber security"", ""privacy"", ""big data""]"
2620,Allganize,10,50,allganize.ai,"Allganize, Inc. provides software solutions. The Company enterprise workplace automation by providing AI-driven knowledge management SaaS (Software-as-a-service) to extract and analyze knowledge database. Allganize serves customers in the State of California.",Oakland,2017,4400000,"[""software"", ""technology"", ""computer software"", ""information technology company"", ""computer company"", ""enterprise software"", ""enterprise"", ""machine learning"", ""artificial intelligence"", ""application software"", ""software publishers"", ""software publishers""]"
2602,Flipcause,100,500,flipcause.com,"Flipcause is the best online fundraising platform for small nonprofits.

With a built-in donor database, mobile app, and payment processing, Flipcause is the only tool you need to manage and accept donations, registrations, volunteers, sponsors, and peer-to-peer and crowdfunding campaigns - all from a single cloud-based dashboard. 

We are dedicated to empowering nonprofits to have greater impact with fewer resources. That's why we have industry-low pricing and every subscription plan comes with a Success Team and free Concierge Services.

Learn more at www.flipcause.com and check out our blog at www.themodernnonprofit.com",Oakland,2012,3528000,"[""computer online services"", ""information technology company"", ""computer software publishers & developers"", ""event management"", ""saas"", ""crowdfunding"", ""payments"", ""non profit"", ""crm"", ""business service"", ""software development"", ""organization"", ""professional service"", ""finance and insurance"", ""financial transactions processing, reserve, and clearinghouse activities"", ""software publishers"", ""data processing, hosting, and related services""]"
4235,Shiru,5,10,shiru.com,Shiru leverages computational design to create enhanced proteins that feed the world sustainably.,Oakland,2019,3500000,"[""biotechnology""]"
4213,Liferaft,5,10,liferaft.co,"We believe that everyone should be able to weather life's unpredictability. Let our products be your back up plan when surprise strikes. Let us be your liferaft.",Oakland,2020,3500000,"[""insurance"", ""insurtech"", ""finance"", ""health care""]"
183,CashBet,10,50,cashbet.com,CashBet empowers operators with everything needed to run a legal and profitable iGaming business.,Oakland,2012,3400000,"[""gambling & casinos"", ""gaming"", ""software"", ""saas"", ""online games"", ""gambling"", ""mobile"", ""consumer discretionary"", ""gaming, lodging & restaurants"", ""casinos & gaming"", ""arts, entertainment, and recreation"", ""other gambling industries""]"
613,Manifold,10,50,manifold.ai,Manifold is an AI engineering company. Global companies partner with us to build intelligent software products faster.,Oakland,2016,3300000,"[""information technology"", ""software"", ""consulting"", ""computer vision"", ""software engineering"", ""machine learning"", ""artificial intelligence"", ""custom computer programming services"", ""custom computer programming services""]"
4236,Skyloom Global,10,50,skyloom.co,Skyloom is developing a spaceborne infrastructure based on optical communications technology and relay satellites placed in geostationary orbit.  ‍ Their mission is to drastically increase space-to-Earth bandwidth and unlock the true economic potential of low Earth orbit.,Oakland,2017,3100000,"[""telecommunications"", ""satellite communication""]"
294,Distru,5,10,distru.com,Supply chain software for cannabis manufacturers & distributors.,Oakland,2016,3000000,"[""software"", ""saas"", ""manufacturing"", ""logistics"", ""company""]"
2610,Breezy,5,20,breezy.com,"Breezy is reinventing printing for the 21st century. 

For 30 years, we've seen amazing progress in every other aspect of IT -- yet printing remains stuck in the past. We're here to change that, with a vendor-agnostic platform that works with every printer from every manufacturer.  

Breezy has received multiple awards, including a \'Cool Vendor\'​ designation from Gartner, 4.5 stars from Buyers'​ Lab, and 1st place in multiple startup competitions. We can solve your printing problems!",Oakland,2010,2900000,"[""computer software"", ""enterprise software"", ""software"", ""mobile"", ""printing"", ""apps"", ""software publishers""]"
709,Neyborly,10,50,www.neyborly.com,"We strive to create vibrant and unique venues for events, meetings, parties, and popups",Oakland,2016,2720000,"[""real estate"", ""retail"", ""event space"", ""marketplace"", ""commercial real estate"", ""events"", ""art gallery"", ""performance & event venue"", ""event""]"
2609,BriteHub,10,50,britehub.com,"BriteHub - Simplify your workday

Managing your supply chain just got a lot easier.

Quickly view your messages, RFQs, Quotes, POs, files, and more. BriteHub helps you track the progress of your projects and streamlines your entire supply chain getting products out on time, at cost and quality.",Oakland,2013,2591957,"[""industrial automation"", ""b2b"", ""software"", ""saas"", ""software publishers"", ""software publishers""]"
4237,Huue,5,10,tinctoriumbio.com,"Tinctorium is a provider of indigo dyeing solutions intended to reduce chemical usage in the denim supply chain.The company's offerings include harnessing the power of biotechnology by mirroring a natural plant process within microbes to produce colors using completely renewable sources, providing the denim industry an alternative to make denim.",Oakland,2018,2590000,"[""biotechnology"", ""robotics"", ""other"", ""brand""]"
1051,Trellis,10,50,www.trellisgrows.com,"Trellis offers a cutting-edge seed to sale software solution for extraction, cultivation, and cannabis companies of all sizes.",Oakland,2014,2530000,"[""software"", ""technology"", ""it services"", ""data management"", ""computer software"", ""application software"", ""enterprise software"", ""cannabis"", ""business development"", ""management information systems"", ""internet company"", ""software publishers""]"
4214,Core Loop Games,1,10,coreloop.ai,"Core Loop Games engages in building the next generation of MMOs. Gameplay and social cooperation are the core of its mission. They want to reimagine how players cooperate on a large scale together. The company was founded by veterans from MachineZone, GREE, and Funzio. It is VC backed and building a remote team of engineers and artists.",Oakland,2020,2400001,"[""gaming"", ""video games""]"
4215,Proxifile,10,50,proxifile.com,Our mission is to use technology and design to level the playing field for small businesses and the common person in a world where typically on the wealthiest people and large corporations can afford expensive counsel.,Oakland,2020,2300000,"[""information technology"", ""software"", ""legal"", ""legal tech""]"
2615,Cintric,2,10,cintric.com,"Cintric LLC develops mobile software. The Company offers an application for mobile location tracking without draining the device's battery.",Oakland,2014,2017567,"[""software"", ""analytics"", ""developer tools"", ""location based services"", ""saas"", ""big data"", ""technology"", ""application software"", ""software publishers""]"
2671,tEQuitable,1,10,tequitable.com,"tEQuitable Inc. operates as a software development company. The Company designs and develops platform to address issues of bias, discrimination, and harassment in the workplace. tEQuitable operates in the State of California.",Oakland,2017,2005000,"[""internet"", ""software"", ""technology"", ""software company"", ""information technology company"", ""wellness"", ""human resources""]"
4238,Rx Redefined,5,10,rxredefined.com,"Rx Redefined is a medical logistics platform that allows physicians to extend services to patients who require specific medical products. The company was founded in 2018 by Brandon Boots and Erik Smith and is headquartered in Oakland, California, United States.",Oakland,2018,2000000,
4239,Viable Fit,2,10,viable.fit,"Viable Fit develops a structured user platform designed to use historical qualitative data to answer new questions instantly. Viable Fit offers a custom-branded survey, measures product/market fits, automatically segments customers into groups, and discovers user feedbacks based on keywords, thereby enabling businesses to get valuable suggestions from customers more accurately.",Oakland,2019,1975000,"[""productivity tools"", ""market research"", ""big data"", ""information services""]"
2621,"AppSmyth, Inc.",2,10,appsmyth.com,"AppSmyth was created 4 years ago to apply its team’s unique expertise in mobile apps and data analytics to transform marketing and customer engagement for the restaurant industry. AppSmyth’s team has spent the past 10 years together building proprietary learning algorithms for banking and e-commerce, developing apps and personalization engines that measure customer engagement and drive behaviors.
No other restaurant mobile apps offer anything close to the personalization offered by AppSmyth.
AppSmyth’s modular platform allows retailers to quickly and easily launch their branded mobile presence choosing from a menu of configurable features. AppSmyth’s advanced customer dashboard manages all mobile communications while providing deep customer insights and driving sales revenues. AppSmyth’s scalable cloud platform offers fast implementation and zero upfront expense for a branded mobile app that provides unprecedented insights and increases same store sales.",Oakland,2010,1925000,"[""computer software"", ""computer software & services"", ""computer software publishers & developers"", ""saas"", ""app marketing"", ""mobile"", ""e-commerce"", ""software publishers"", ""software publishers""]"
2611,Kato,10,50,kato.im,"Kato is fixing the problem of business communication - enabling teams to communicate faster and more efficiently, reduce email overload and easily access their organizational knowledge.

We're on a mission to make life a little better -- to make our jobs easier and more pleasurable, to help businesses work more efficiently, to improve how we communicate with each other.

Kato brings the power of text, voice and video to team communication and intelligently manages information coming from other services, preventing data silos while reducing organizational noise.

Companies large and small are more efficient and productive using Kato, both internally and with external partners, vendors and customers. Kato makes it possible to bypass the email blackhole and communicate with customers and partners in real-time. Organizations send less email and leverage knowledge better with Kato’s best-in-class search.

We're built for business, with enterprise-grade security and administrative control. No hardware to maintain, software to update, or database to backup. It’s for distributed teams and remote workers, small businesses and large multi-nationals, and everything in between.",Oakland,2013,1878000,"[""internet"", ""enterprise software"", ""knowledge management"", ""business information systems"", ""messaging"", ""building"", ""internet company"", ""software publishers""]"
