"Employbl Company ID","Company Name","Website","Address 1","City","State","Zip","Latitude","Longitude","Company Description","Thumbnail URL"
38,"Alpha Sense","www.alpha-sense.com","One Sansome St Suite 3500","San Francisco","CA",94104,37.790436,-122.401266,"More than 800 firms rely on AlphaSense, including corporations, investment firms, and banks.",
39,"AltSchool","www.altschool.com","1245 Folsom St","San Francisco","CA",94103,37.774189,-122.410479,"Making learning visible for students, educators, and parents",
40,"Always Hired","www.alwayshired.com","795 Folsom St","San Francisco","CA",94103,37.782143,-122.400493,"Get a Tech Sales Job",
41,"Amazon","amazon.com","1900 University Ave","East Palo Alto","CA",94303,37.459056,-122.142821,"Online shopping from the earth's biggest selection of books, magazines, music, DVDs, videos, electronics, computers, software, apparel & accessories, shoes,",
42,"Amazon Web Services","aws.training","475 Sansome St","San Francisco","Ca",94111,37.794573,-122.401940,"Start Building on AWS Today",
43,"Ambient.ai","ambient.ai","459 Hamilton Ave","Palo Alto","CA",94301,37.447222,-122.158617,"We are a small team of Stanford graduates and software engineers with extensive research experience in imaging, neuroscience, deep learning and artificial intelligence. We've previously built mission-critical products and infrastructure at companies like Apple, Google, Microsoft and Dropbox. We're on a mission to advance the state-of-the-art in Vision AI.",
44,"AMD","www.amd.com","2485 Augustine Dr","Santa Clara","CA",95054,37.382925,-121.970384,"Advanced Micro Devices, Inc. (AMD) is an American multinational semiconductor company",
45,"Amplitude","amplitude.com","501 2nd St #100","San Francisco","CA",94107,37.783181,-122.392966,"Product Analytics for the Digital Era",
46,"Anaplan","anaplan.com","50 Hawthorne St","San Francisco","CA",94107,37.785100,-122.398808,"Anaplan's connected planning platform enables organizations to accelerate decision making by connecting data, people, and plans across the business.",
47,"Angaza","www.angaza.com","66 Mint Plaza","San Francisco","CA",94103,37.782333,-122.407604,"The #1 Sales Platform Designed for Emerging Markets. Our technology platform is your solution to unlock new markets and sell more products — from solar lighting systems to clean cookstoves.",
48,"AngelList","angel.co","90 Gold St","San Francisco","CA",94133,37.796759,-122.403471,"Where the world meets startups",
49,"Anomali","anomali.com","808 Winslow St","Redwood City","CA",94063,37.486075,-122.231216,"Anomali is a Threat Intelligence Platform that enables businesses to integrate security products and leverage threat data to defend against cyber threats.",
50,"Apollo","www.apollo.io","599 2nd St","San Francisco","CA",94107,37.782263,-122.392143,"Empower your team to reach the right contacts at the right time, with the perfect message intelligently crafted at speed and scale. Apollo’s predictive prospecting, sales engagement, and actionable analytics helps your team reach its full revenue potential.",
51,"App Academy","www.appacademy.io","825 Battery St","San Francisco","CA",94111,37.799195,-122.401373,"Change your career. Change your life. Only pay tuition once you're hired as a developer.",
52,"App Annie","appannie.com","23 Geary St","San Francisco","CA",94108,37.787754,-122.404015,"App Annie is the standard in app analytics and app market data, giving you one easy-to-use platform for running every stage of your app business.",
53,"AppDirect","www.appdirect.com","650 California Street","San Francisco","CA",94108,37.792912,-122.405211,"The only end-to-end commerce platform for succeeding in the digital economy.",
54,"AppDynamics","www.appdynamics.com","303 2nd St","San Francisco","CA",94107,37.785676,-122.395843,"AppDynamics develops application performance management (APM) solutions that deliver problem resolution for highly distributed applicationsll",
55,"Apple","www.apple.com","Apple Campus","Cupertino","CA",95014,37.331820,-122.031180,"Discover the innovative world of Apple and shop everything iPhone, iPad, Apple Watch, Mac, and Apple TV, plus explore accessories, entertainment, and expert",
56,"AppNexus","www.appnexus.com","28 W 23rd St","New York","NY",10010,40.741487,-73.990992,"Roughly 90% of addressable comScore 200 digital publishers and all Ad Age 100 brands regularly sell and buy advertising in the AppNexus Marketplace",
57,"Appodeal","www.appodeal.com","350 Alabama St #10","San Francisco","CA",94110,37.764810,-122.412706,"Publishers First Ad Monetization",
58,"Apptimize","apptimize.com","330 Townsend St Suite 234","San Francisco","CA",94107,37.776860,-122.396108,"Best-in-class A/B testing and Release Management",
59,"Apteligent","www.apteligent.com","760 Market St #1101","San Francisco","CA",94102,37.786529,-122.405385,"Resolve app issues and improve user experience to boost your mobile business.",
60,"Aptly","getaptly.com","188 S Park St #7","San Francisco","CA",94107,37.781016,-122.395070,"Aptly is the first multifamily crm powered by artificial intelligence to optimize property team communication, leasing, renewals, resident service, & more.",
61,"Apttus","apttus.com","1400 Fashion Island Blvd #100","San Mateo","CA",94404,37.556081,-122.288161,"Apttus provides category-defining Quote-to-Cash software delivering CPQ, Contract Management, E-Commerce & Revenue Management.",
62,"Armory","www.armory.io","28 E 3rd Ave #200","San Mateo","CA",94401,37.563250,-122.325167,"Continuous Deployment for the Enterprise",
63,"Art.com","art.com","2100 Powell St","Emeryville","CA",94608,37.839364,-122.298970,"Art Prints, Framed Art, Original Art & Home Décor items at Great Prices. Custom Framing and Canvas Transfer available. Fast Delivery, 100% Assured",
64,"Asana","asana.com","1550 Bryant St #800","San Francisco","CA",94103,37.767534,-122.411183,"Asana helps you coordinate all the work your team does together. So everyone knows what needs to get done, who’s responsible for doing it, and when it’s due.",
65,"Ask Media Group","www.askmediagroup.com","555 12th St","Oakland","CA",94607,37.803686,-122.275269,"We build digital experiences that educate and inform the millions of people who visit our sites.",
66,"ASUS","www.asus.com","48720 Kato Rd","Fremont","CA",94538,37.461544,-121.923311,"ASUS is a worldwide top-three consumer notebook brand that creates innovative technology to deliver a seamless, joyful digital life for everyone.",
67,"Atrium LTS","www.atrium.co","260 Townsend St #400","San Francisco","CA",94107,37.778262,-122.394648,"Atrium is a full-service corporate law firm that uses modern technology to give startups a legal experience that is fast, transparent, and price-predictable.",
68,"Autodesk","www.autodesk.com","111 McInnis Parkway","San Rafael","CA",94903,38.005402,-122.530873,"Autodesk builds software that helps people imagine, design, and make a better world.",
69,"Automattic","automattic.com",,"San Francisco","CA",,37.774929,-122.419415,"We are passionate about making the web a better place. Built and maintains WORDPRESS",
70,"Avast","avast.com","2625 Broadway","Redwood City","CA",94063,37.485898,-122.233689,"Join 435 million others and get award-winning free antivirus for PC, Mac & Android. Surf safely & privately with our VPN. Download Avast today!",
71,"Avatier","avatier.com","4733 Chabot Dr","Pleasanton","CA",94588,37.697076,-121.900639,"Avatier develops software and delivers services that automate IT operations. Our identity management and access governance solutions make organizations more secure and productive in the shortest time at the lowest costs.",
72,"Avenue Code","www.avenuecode.com","26 OFarrell St","San Francisco","CA",94108,37.786937,-122.405545,"Avenue Code is the leading software consulting agency focused on delivering end-to-end development solutions for digital transformation across every vertical",
73,"BabyCenter","babycenter.com","163 Freelon St","San Francisco","CA",94107,37.777601,-122.398012,"Find information from BabyCenter on pregnancy, children's health, parenting & more",
74,"Babylist","babylist.com","1625 Clay St","Oakland","CA",94612,37.807139,-122.272810,"Put anything onto your Baby Registry from any store. It's as easy to use as Pinterest. Because making your baby registry should be fun!",
75,"Backerkit","www.backerkit.com","1265 Folsom St","San Francisco","CA",94103,37.773998,-122.410834,"BackerKit makes it easier to manage your crowdfunding campaign. From surveys to shipping, we’ve got you covered.",
76,"Barracuda","www.barracuda.com","3175 S Winchester Blvd","Campbell","CA",95008,37.267651,-121.957931,"Barracuda Networks is the worldwide leader in Security, Application Delivery and Data Protection Solutions.",
77,"Bebo","bebo.com","387 Tehama St","San Francisco","CA",94103,37.781274,-122.403895,"A powerful new streaming app for Twitch Partners",
78,"Bedrock Analytics","bedrockanalytics.com","344 20th St Suite 115","Oakland","CA",94612,37.809245,-122.265106,"Bedrock Analytics helps CPG manufacturers leverage the power of data-driven analytics to deliver convincing stories to big retailers.",
79,"Beezwax Datatools","www.beezwax.net","200 Frank H Ogawa Plaza","Oakland","CA",94612,37.805766,-122.272202,"Since 1996, Beezwax specializes in building and enhancing web and database solutions for virtually any use. We manage complex knowledge, capture business logic, streamline processes, and visualize your unique information and assets.",
80,"Benchmark Capital","www.benchmark.com","988 Market St","San Francisco","CA",94102,37.782762,-122.410379,"Benchmark focuses on early-stage venture investing in mobile, marketplaces, social, and infrastructure and enterprise software.",
81,"Benevity","benevity.com","32 W 25th Ave #203","San Mateo","CA",94403,37.544091,-122.306726,"Benevity's goodness platform empowers socially conscious brands to make a real difference. Learn how we can make your giving programs great.",
82,"Betterment","www.betterment.com","61 W 23rd St","New York","NY",10010,40.742730,-73.991864,"Betterment is an online financial advisor built for people who refuse to settle for average investing. People who demand better. People like you.",
83,"BetterUp","www.betterup.co","267 8th St","San Francisco","CA",94103,37.775741,-122.410515,"BetterUp helps organizations drive transformation through lasting behavior change for all your key people.",
84,"Betterworks","betterworks.com","999 Main St","Redwood City","CA",94063,37.484282,-122.225865,"Continuous Performance Management with Betterworks can help improve employee engagement, OKRs and employee development.",
85,"Bexi","bexi.io",,"San Leandro","CA",,37.724930,-122.156077,"Meet Bexi, a scalable and completely painless solution to fulfilling your design needs. ... Bexi offers flexible pricing packages and on-demand project fulfillment.",
86,"Beyond Games","www.beyondgames.co","655 Montgomery St","San Francisco","CA",94111,37.795246,-122.403523,"WE BUILD INCREDIBLE MOBILE GAMING EXPERIENCES",
87,"BigCommerce","www.bigcommerce.com","685 Market St","San Francisco","CA",94105,37.787795,-122.402906,"Build your online store with BigCommerce",
88,"Binc","bincsearch.com",,"San Francisco","CA",,37.774929,-122.419415,"Binc is a full service talent firm. We build teams at the pace your business demands.",
89,"Binti","binti.com","1999 Harrison Street Suite 1575","Oakland","CA",94612,37.807875,-122.265068,"Binti is building software to alleviate the shortage of foster parents and find the best family for every child",
90,"Birst","www.birst.com","45 Fremont Street","San Francisco","CA",94105,37.791249,-122.397149,"Birst, an Infor company, provides an advanced networked business analytics platform. Organizations can achieve a new level of trusted insight and decision making by connecting their data and people via a network of analytics services. Birst scales from individuals to the enterprise in a manner that is smart, connected, and scalable.",
91,"BitBucket","bitbucket.org","350 Bush St","San Francisco","CA",94104,37.791355,-122.403396,"Collaborate on code with inline comments and pull requests. Manage and share your Git repositories to build and ship software, as a team.",
92,"Bitnami","bitnami.com","650 Mission St","San Francisco","CA",94105,37.787275,-122.401127,"Bitnami is the leading provider of packaged applications for any platform.  The Bitnami application automation platform delivers and maintains a catalog of 130+ ready-to-run server applications and development environments in partnership with the world’s leading cloud providers including Amazon, Google, Microsoft, and Oracle, driving over 1.5 million deployments per month.",
93,"Blackhawk Network","blackhawknetwork.com","6220 Stoneridge Mall Rd","Pleasanton","CA",94588,37.695488,-121.921800,"Blackhawk Network develops new ways to give, receive and use branded value like gift cards, digital payments, loyalty points around the world.",
94,"Bleacher Report","bleacherreport.com","153 Kearny St","San Francisco","CA",94108,37.789499,-122.404017,"Sports journalists and bloggers covering NFL, MLB, NBA, NHL, MMA, college football and basketball, NASCAR, fantasy sports and more. News, photos, mock",
95,"Blend","blend.com","100 Montgomery St Floor 25","San Francisco","CA",94104,37.790377,-122.401862,"Our digital platform brings simplicity and transparency to consumer lending.",
96,"Bloc","www.bloc.io","110 Sutter St","San Francisco","CA",94104,37.790218,-122.402723,"Founded in 2011, Bloc is addressing the tech skills gap for career-minded adults with highly structured remote training programs in software development and design. As the original “online coding bootcamp” with over 5,000 cumulative students around the world, Bloc collects direct input from engineering and design hiring managers to offer cutting-edge training programs with a 97% success rate for graduates.",
97,"BloomThat","www.bloomthat.com","1409 Minnesota St","San Francisco","CA",94107,37.751824,-122.389362,"Flower delivery",
98,"Blue River Technology","www.bluerivertechnology.com","575 N Pastoria Ave","Sunnyvale","CA",94085,37.391861,-122.034289,"Blue River Technology is building the next generation of smart agriculture equipment.",
99,"BlueCrew","bluecrewjobs.com","645 7th St","San Francisco","CA",94103,37.772775,-122.402309,"Join the BlueCrew team to start accepting job offers straight from your phone. BlueCrew connects you directly to employers to find you jobs that fit your schedule",
100,"BlueJeans","www.bluejeans.com","516 Clyde Ave","Mountain View","CA",94043,37.398873,-122.047364,"BlueJeans Network is the most advanced way to enable video conferencing in the workplace or on the road. Our goal is to make video as easy and pervasive as audio communications and create visual experiences that people love.",
101,"BlueVine","bluevine.com","401 Warren St #300","Redwood City","CA",94063,37.487126,-122.232107,"BlueVine gives small businesses a flexible line of credit to run their business or an advance on their invoices to meet payroll, buy supplies or grow.",
102,"Blurb","www.blurb.com","580 California St # 300","San Francisco","CA",94104,37.792982,-122.404143,"Turn your ideas into professional-quality books, magazines, or ebooks.",
103,"Bolt","bolt.com","288 7th St","San Francisco","CA",94103,37.776857,-122.408265,"Bolt makes you more money. Better-than-Amazon checkout. Zero fraud. Commerce infrastructure that drives online businesses 10%-20% newfound revenue.",
104,"Box","box.com","900 Jefferson Ave","Redwood City","CA",94063,37.484870,-122.229315,"Box is changing how you manage content across your business from simple file sharing to building custom apps.",
105,"Boxbot","www.boxbot.io",,"Oakland","CA",,37.804364,-122.271114,"Boxbot a group of engineering and operations professionals who believe in building technology that will solve real business problems, at scale. We’re starting with the challenge of last-mile logistics, which is the single most expensive part of any delivery. Boxbot's product integrates years of advancements in robotics and autonomous technologies into a scalable end-to-end solution built to optimize the experiences of suppliers and consumers.",
106,"Bradfield School of Computer Science","bradfieldcs.com","576 Natoma St","San Francisco","CA",94103,37.778974,-122.409555,"An intensive, in-person school in San Francisco for professional software engineers seeking mastery.",
107,"Braintree","www.braintreepayments.com","123 Townsend St","San Francisco","CA",94107,37.779840,-122.390637,"Build connected commerce experiences to help grow your revenue.",
108,"Branch","branch.io","1400 Seaport Blvd","Redwood City","CA",94063,37.513650,-122.199525,"Increase mobile revenue with enterprise-grade links built to acquire, engage, and measure across all devices, channels, and platforms.",
109,"Branch International","branch.co","535 Mission Street","San Francisco","CA",94105,37.788866,-122.398210,"Branch is a new way to access credit over a smartphone in emerging markets.",
110,"Brex","brex.com","115 Sansome St #1200","San Francisco","CA",94104,37.791425,-122.401038,"Brex is rebuilding B2B financial products, starting with a corporate credit card for technology companies.",
111,"Brigade","www.brigade.com","524 3rd St","San Francisco","CA",94107,37.780864,-122.395494,"Brigade is the place to make your voice heard and demand your politicians take action",
112,"BrightBytes","www.brightbytes.net","490 2nd Street Suite 302","San Francisco","CA",94107,37.783046,-122.394067,"Turn Big Data Into Big Benefits For Students",
113,"Brightidea","www.brightidea.com","25 Pacific Ave","San Francisco","CA",94111,37.797974,-122.397541,"Brightidea's top rated enterprise idea management software for corporate innovation teams is designed to crowdsource tomorrow's ideas today.",
114,"Brightpearl","www.brightpearl.com","625 Market St","San Francisco","CA",94105,37.788653,-122.401680,"Brightpearl provides a complete cloud-based back  office solution to help retailers and wholesalers grow efficiently",
115,"BrightTALK","brighttalk.com","100 Montgomery St #1900","San Francisco","CA",94104,37.789941,-122.402110,"Discover and learn with the world's brightest professionals.",
116,"Broadcom","www.broadcom.com","1320 Ridder Park Dr","San Jose","CA",95131,37.386135,-121.900328,"Broadcom Inc. (NASDAQ: AVGO) is a global technology leader that designs, develops and supplies semiconductor and infrastructure software solutions.",
117,"Broadly","broadly.com","409 13th St Suite 300","Oakland","CA",94612,37.803130,-122.270816,"Broadly's software helps your business look great online. Get more positive online reviews, keep negative feedback offline, and attract more customers.",
118,"Bugcrowd","www.bugcrowd.com","921 Front St #100","San Francisco","CA",94111,37.799885,-122.400479,"CROWDSOURCED CYBERSECURITY FOR THE ENTERPRISE",
119,"Bugsnag","www.bugsnag.com","939 Harrison St","San Francisco","CA",94107,37.778197,-122.402520,"Focused and powerful error monitoring for web, mobile, and server apps.",
120,"BuildingConnected","buildingconnected.com","85 2nd street 6th floor","San Francisco","CA",94105,37.788450,-122.399909,"The best builders choose us to make preconstruction easy",
121,"BuildZoom","www.buildzoom.com","301 Howard St #1410","San Francisco","CA",94105,37.789527,-122.394276,"Find a contractor you can trust, for free",
122,"Bukwild","www.bukwild.com","120 K St 3rd Floor","Sacramento","CA",95814,38.582053,-121.505066,"We are a creative digital agency",
123,"C3","c3.ai","1300 Seaport Blvd #500","Redwood City","CA",94063,37.513716,-122.201786,"C3 is a leading software provider for rapidly developing, deploying, and operating AI, predictive analytics, and IoT applications.",
124,"Cadence Design Systems","www.cadence.com","2655 Seely Ave","San Jose","CA",95134,37.396063,-121.919533,"Cadence is a leading EDA and System Design Enablement provider delivering tools, software, and IP to help you build great products that connect the world.",
125,"Cadre Talent","yourcadre.com","2109 Webster St","San Francisco","CA",94123,37.800405,-122.438155,"Cadre is a tier one recruiting firm that builds teams. Recruiting top tech talent & providing clients with a curated and personalized recruiting experience.",
126,"CallidusCloud","calliduscloud.com","4140 Dublin Blvd #400","Dublin","CA",94568,37.702570,-121.875051,"CallidusCloud's award winning Lead to Money suite gives sales, marketing, finance, HR, and legal teams the tools to be more valuable.",
127,"Campsyte","www.campsyte.com","7 Freelon St","San Francisco","CA",94107,37.779515,-122.396102,"Book inspiring outdoor venues for offsites and events",
128,"Canopy Health","canopyhealth.com","6475 Christie Ave","Emeryville","CA",94608,37.845796,-122.296690,"The Canopy Health alliance is reinventing healthcare in the Bay Area by providing easier access to refreshingly clear, human care.",
129,"Canvas Medical","canvasmedical.com","2037 Irving Street Suite 228","San Francisco","CA",94122,37.763298,-122.480026,"The Fabric of Primary Care",
130,"Capgemini","www.capgemini.com","425 Brannan St","San Francisco","CA",94107,37.779352,-122.394737,"A global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of clients’ opportunities in the evolving world of cloud, digital and platforms.",
131,"Capital One","www.capitalone.com","201 3rd St","San Francisco","CA",94103,37.785067,-122.399868,"What's in your wallet?",
132,"Carbon","carbon3d.com","1089 Mills Way","Redwood City","CA",94063,37.487369,-122.209545,"Carbon is revolutionizing 3D printing and manufacturing with breakthrough technologies that enable the creation of end use parts with unique properties.",
133,"Carbon Five","www.carbonfive.com","585 Howard St 2nd Fl","San Francisco","CA",94105,37.786969,-122.397569,"A dev shop and a design studio, all-in-one. We help startups and enterprise companies design and build web sites and mobile apps.",
134,"Carrot Fertility","www.get-carrot.com","164 Townsend St","San Francisco","CA",94107,37.779816,-122.392259,"Carrot is a simple way to design the right fertility plan for your company while expanding coverage to all employees regardless of age, sexual orientation, gender identity or marital status.",
135,"Carta","carta.com","195 Page Mill Rd Suite 101","Palo Alto","CA",94306,37.426587,-122.138655,"Carta (formerly eShares) is an ownership and equity management platform trusted by thousands of founders, investors, and employees.",
136,"CashBet","cashbet.com","1999 Harrison St #740","Oakland","CA",94612,37.807846,-122.265079,"CashBet empowers operators with everything needed to run a legal and profitable iGaming business.",
137,"Castle","castle.io","60 Rausch St #205","San Francisco","CA",94103,37.776142,-122.409695,"A fully automated approach to account security that lets your good users shape the risk models.",
138,"CBS Interactive","www.cbsinteractive.com","235 2nd St","San Francisco","CA",94105,37.786512,-122.397038,"Truly premium content at scale",
139,"Ceres Imaging","ceresimaging.net","428 13th St Suite #200","Oakland","CA",94612,37.803616,-122.271080,"At Ceres Imaging we capture, process, and deliver high-resolution spectral imagery as a service for agriculture.",
140,"Change Healthcare","changehealthcare.com","2100 Powell St","Emeryville","CA",94608,37.839364,-122.298970,"Change Healthcare is a provider of revenue and payment cycle management and clinical information exchange solutions, connecting payers, providers, and patients in the U.S. healthcare system.",
141,"Chartboost","www.chartboost.com","85 2nd St","San Francisco","CA",94105,37.788440,-122.399855,"The Leading Mobile Gaming Audience Platform",
142,"Chartio","chartio.com","222 Kearny St #525","San Francisco","CA",94108,37.790209,-122.403499,"Cloud-based data exploration, beautiful charts and interactive dashboards for business and data teams like yours.",
143,"Checkr","checkr.com","2505 Mariposa St","San Francisco","CA",94110,37.762905,-122.408725,"Checkr’s mission is to build a fairer future by improving understanding of the past. Our platform makes it easy for thousands of customers to hire millions of people every year. Using Checkr’s advanced background check technology, companies of all sizes can better understand the dynamics of the changing workforce, bring transparency and fairness to their hiring, and ultimately build a better future for workers.",
144,"Chegg","www.chegg.com","3990 Freedom Cir","Santa Clara","CA",95054,37.388454,-121.972382,"Get step-by-step Textbook Solutions for your hard classes or connect with an online tutor instantly. As always, save up to 90% on textbook rentals.",
145,"Chewse","www.chewse.com","1252 Howard St","San Francisco","CA",94103,37.775724,-122.412707,"We believe teams that eat together, thrive together. Our high quality, family-style meals are designed to foster a sense of community and authentic connection.",
146,"Chime","www.chimebank.com",,"San Francisco","CA",,37.774929,-122.419415,"Chime, the fastest growing challenger bank in the U.S. is a technology company focused relentlessly on helping our members achieve financial peace of mind.",
147,"Circle Medical","www.circlemedical.com","431 Jessie Street","San Francisco","CA",94103,37.782141,-122.408098,"For wellness exams, illness, injury, chronic conditions, mental health, prescriptions, and more.",
148,"CircleCI","circleci.com","201 Spear St #1200","San Francisco","CA",94105,37.791263,-122.392015,"CircleCI allows teams to rapidly release code they trust by automating the build, test, and delivery process.",
149,"Civil Maps","civilmaps.com","2720 Taylor St #320","San Francisco","CA",94133,37.807678,-122.415314,"At Civil Maps, we believe that efficient, safe mobility can revolutionize the way we live and interact with the world around us. To reach this future, we provide autonomous vehicles with cognition, enabling them to crowdsource 3D maps and make better decisions for safe driving.",
150,"Clara Analytics","www.claraanalytics.com","451 El Camino Real #201","Santa Clara","CA",95050,37.350870,-121.932689,"Reducing Workers' Compensation Medical Costs through Actionable AI.",
151,"ClassPass","classpass.com","33 New Montgomery St","San Francisco","CA",94105,37.788585,-122.401273,"ClassPass is an all-access membership to a global network of 10,000 fitness studios. Try strength training, cycling and more.",
152,"Clearbit","clearbit.com","601 4th Street Suite #310","San Francisco","CA",94107,37.778035,-122.396166,"Enrich sign-ups, identify prospects and gain customer insights — all with data from Clearbit.",
